Origin,Origin_Lat,Origin_Lon,Destination,Dest_Lat,Dest_Lon,Distance_km,Vehicle_Type,Fuel_Type,Fuel_Price_per_unit_INR,Fuel_Consumption_per_100km,Fuel_Cost_INR,Other_Costs_INR,Handling_Fee_INR,Total_Price_INR
Pune,18.5204,73.8567,Jaipur,26.9124,75.7873,953.87,Large Truck,diesel,92.0,25,21939.01,1344.64,200,23483.65
Vijayawada,16.5062,80.648,Jaipur,26.9124,75.7873,1260.96,CNG Truck,cng,80.0,16,16140.29,942.23,200,17282.52
Chennai,13.0827,80.2707,Nagpur,21.1458,79.0882,905.32,CNG Truck,cng,80.0,16,11588.1,707.51,200,12495.61
Srinagar,34.0837,74.7973,Jabalpur,23.1815,79.9864,1313.23,CNG Truck,cng,80.0,16,16809.34,976.73,200,17986.08
Guwahati,26.1445,91.7362,Jabalpur,23.1815,79.9864,1231.64,Electric Van,electric,12.0,18,2660.34,671.19,200,3531.53
Jodhpur,26.2389,73.0243,Ludhiana,30.9,75.8573,587.44,CNG Truck,cng,80.0,16,7519.23,497.71,200,8216.94
Jaipur,26.9124,75.7873,Varanasi,25.3176,82.9739,739.0,Small Truck,diesel,92.0,10,6798.8,271.7,200,7270.5
Madurai,9.9252,78.1198,Ghaziabad,28.6692,77.4538,2085.4,CNG Truck,cng,80.0,16,26693.12,1486.36,200,28379.48
Kolkata,22.5726,88.3639,Nashik,19.9975,73.7898,1536.22,Tractor Trailer,diesel,92.0,30,42399.67,2554.33,200,45154.0
Srinagar,34.0837,74.7973,Varanasi,25.3176,82.9739,1253.46,Small Truck,diesel,92.0,10,11531.83,426.04,200,12157.87
Vadodara,22.3072,73.1812,Chennai,13.0827,80.2707,1270.62,Electric Van,diesel,92.0,18,21041.47,689.9,200,21931.36
Jodhpur,26.2389,73.0243,Vijayawada,16.5062,80.648,1338.69,Tractor Trailer,diesel,92.0,30,36947.84,2258.03,200,39405.88
Coimbatore,11.0168,76.9558,Gwalior,26.2183,78.1828,1695.23,CNG Truck,cng,80.0,16,21698.94,1228.85,200,23127.8
Bengaluru,12.9716,77.5946,Varanasi,25.3176,82.9739,1483.98,CNG Truck,cng,80.0,16,18994.94,1089.43,200,20284.37
Indore,22.7196,75.8577,Ludhiana,30.9,75.8573,909.62,Tractor Trailer,diesel,92.0,30,25105.51,1614.43,200,26919.94
Jaipur,26.9124,75.7873,Kolkata,22.5726,88.3639,1357.77,Pickup,diesel,92.0,8,9993.19,365.86,200,10559.05
Agra,27.1767,78.0081,Solapur,17.6599,75.9064,1079.97,Small Truck,diesel,92.0,10,9935.72,373.99,200,10509.72
Nagpur,21.1458,79.0882,Bengaluru,12.9716,77.5946,922.66,Medium Truck,diesel,92.0,18,15279.25,784.32,200,16263.56
Varanasi,25.3176,82.9739,Allahabad,25.4358,81.8463,114.04,Tractor Trailer,diesel,92.0,30,3147.5,421.06,200,3768.56
Faridabad,28.4089,77.3178,Vadodara,22.3072,73.1812,795.49,Pickup,diesel,92.0,8,5854.81,230.92,200,6285.72
Agra,27.1767,78.0081,Guwahati,26.1445,91.7362,1368.33,Tractor Trailer,diesel,92.0,30,37765.91,2302.49,200,40268.4
Madurai,9.9252,78.1198,Raipur,21.2514,81.6296,1314.1,Large Truck,diesel,92.0,25,30224.3,1776.92,200,32201.22
Pune,18.5204,73.8567,Gwalior,26.2183,78.1828,964.42,Electric Van,electric,12.0,18,2083.15,542.92,200,2826.07
Pimpri-Chinchwad,18.6278,73.7898,Hubli,15.3647,75.123,389.54,CNG Truck,cng,80.0,16,4986.11,367.1,200,5553.21
Vijayawada,16.5062,80.648,Jaipur,26.9124,75.7873,1260.96,Large Truck,diesel,92.0,25,29002.08,1713.15,200,30915.23
Kota,25.2138,75.8648,Jaipur,26.9124,75.7873,189.03,Large Truck,diesel,92.0,25,4347.69,426.84,200,4974.53
Raipur,21.2514,81.6296,Chandigarh,30.7333,76.7794,1160.04,Electric Van,electric,12.0,18,2505.69,636.82,200,3342.51
Vijayawada,16.5062,80.648,Solapur,17.6599,75.9064,520.03,Small Truck,diesel,92.0,10,4784.28,206.01,200,5190.28
Meerut,28.9845,77.7064,Raipur,21.2514,81.6296,946.05,CNG Truck,cng,80.0,16,12109.44,734.39,200,13043.83
Lucknow,26.8467,80.9462,Kota,25.2138,75.8648,539.14,Electric Van,electric,12.0,18,1164.54,338.79,200,1703.33
Tiruchirappalli,10.7905,78.7047,Guwahati,26.1445,91.7362,2188.12,Tractor Trailer,diesel,92.0,30,60392.11,3532.18,200,64124.29
Kota,25.2138,75.8648,Vasai-Virar,19.3914,72.8397,718.25,Tractor Trailer,diesel,92.0,30,19823.7,1327.38,200,21351.08
Faridabad,28.4089,77.3178,Ghaziabad,28.6692,77.4538,31.85,Medium Truck,cng,80.0,18,458.64,142.93,200,801.57
Amritsar,31.634,74.8723,Indore,22.7196,75.8577,996.0,Medium Truck,petrol,100.0,18,17928.0,837.12,200,18965.12
Chennai,13.0827,80.2707,Vadodara,22.3072,73.1812,1270.62,CNG Truck,cng,80.0,16,16263.94,948.61,200,17412.55
Navi Mumbai,19.033,73.0297,Howrah,22.5958,88.2636,1631.26,CNG Truck,cng,80.0,16,20880.13,1186.63,200,22266.76
Allahabad,25.4358,81.8463,Bengaluru,12.9716,77.5946,1455.72,Electric Van,electric,12.0,18,3144.36,778.75,200,4123.1
Jodhpur,26.2389,73.0243,Lucknow,26.8467,80.9462,790.79,Tractor Trailer,diesel,92.0,30,21825.8,1436.18,200,23461.99
Kanpur,26.4499,80.3319,Nagpur,21.1458,79.0882,603.19,CNG Truck,cng,80.0,16,7720.83,508.11,200,8428.94
Jodhpur,26.2389,73.0243,Kanpur,26.4499,80.3319,728.46,Electric Van,electric,12.0,18,1573.47,429.66,200,2203.13
Kalyan-Dombivli,19.2403,73.13,Faridabad,28.4089,77.3178,1104.63,Electric Van,electric,12.0,18,2386.0,610.22,200,3196.22
Varanasi,25.3176,82.9739,Jodhpur,26.2389,73.0243,1001.24,Large Truck,diesel,92.0,25,23028.52,1401.49,200,24630.01
Varanasi,25.3176,82.9739,Bhopal,23.2599,77.4126,608.24,Tractor Trailer,diesel,92.0,30,16787.42,1162.36,200,18149.78
Dhanbad,23.7957,86.4304,Indore,22.7196,75.8577,1086.44,Large Truck,diesel,92.0,25,24988.12,1503.73,200,26691.85
Jabalpur,23.1815,79.9864,Varanasi,25.3176,82.9739,384.88,Pickup,diesel,92.0,8,2832.72,132.37,200,3165.09
Meerut,28.9845,77.7064,Navi Mumbai,19.033,73.0297,1203.83,Tractor Trailer,diesel,92.0,30,33225.71,2055.74,200,35481.45
Kanpur,26.4499,80.3319,Indore,22.7196,75.8577,613.67,CNG Truck,cng,80.0,16,7854.98,515.02,200,8570.0
Pimpri-Chinchwad,18.6278,73.7898,Kolkata,22.5726,88.3639,1578.19,Electric Van,electric,12.0,18,3408.89,837.53,200,4446.42
Faridabad,28.4089,77.3178,Gwalior,26.2183,78.1828,258.14,Small Truck,diesel,92.0,10,2374.89,127.44,200,2702.33
Allahabad,25.4358,81.8463,Ahmedabad,23.0225,72.5714,977.73,Large Truck,diesel,92.0,25,22487.79,1373.28,200,24061.07
Kanpur,26.4499,80.3319,Patna,25.5941,85.1376,489.5,Pickup,petrol,100.0,8,3916.0,157.48,200,4273.48
Vasai-Virar,19.3914,72.8397,Hyderabad,17.385,78.4867,636.19,Medium Truck,diesel,92.0,18,10535.31,578.06,200,11313.36
Nashik,19.9975,73.7898,Mumbai,19.076,72.8777,140.12,Pickup,diesel,92.0,8,1031.28,73.63,200,1304.91
Navi Mumbai,19.033,73.0297,Faridabad,28.4089,77.3178,1129.95,Medium Truck,diesel,92.0,18,18711.97,933.56,200,19845.54
Hyderabad,17.385,78.4867,Faridabad,28.4089,77.3178,1231.61,Medium Truck,diesel,92.0,18,20395.46,1006.76,200,21602.22
Pune,18.5204,73.8567,Solapur,17.6599,75.9064,236.84,Electric Van,electric,12.0,18,511.57,193.68,200,905.26
Jaipur,26.9124,75.7873,Lucknow,26.8467,80.9462,511.68,Small Truck,diesel,92.0,10,4707.46,203.5,200,5110.96
Dhanbad,23.7957,86.4304,Chandigarh,30.7333,76.7794,1225.81,CNG Truck,cng,80.0,16,15690.37,919.03,200,16809.4
Solapur,17.6599,75.9064,Dhanbad,23.7957,86.4304,1288.91,Pickup,diesel,92.0,8,9486.38,349.34,200,10035.72
Hyderabad,17.385,78.4867,Mumbai,19.076,72.8777,621.46,Large Truck,diesel,92.0,25,14293.58,945.75,200,15439.33
Jaipur,26.9124,75.7873,Gwalior,26.2183,78.1828,250.43,Electric Van,electric,12.0,18,540.93,200.21,200,941.14
Vasai-Virar,19.3914,72.8397,Ahmedabad,23.0225,72.5714,404.72,CNG Truck,cng,80.0,16,5180.42,377.12,200,5757.53
Ghaziabad,28.6692,77.4538,Ahmedabad,23.0225,72.5714,795.36,Small Truck,diesel,92.0,10,7317.31,288.61,200,7805.92
Madurai,9.9252,78.1198,Jodhpur,26.2389,73.0243,1891.58,Pickup,diesel,92.0,8,13922.03,493.98,200,14616.01
Amritsar,31.634,74.8723,Vijayawada,16.5062,80.648,1780.5,Tractor Trailer,diesel,92.0,30,49141.8,2920.75,200,52262.55
Navi Mumbai,19.033,73.0297,Jabalpur,23.1815,79.9864,856.25,Medium Truck,diesel,92.0,18,14179.5,736.5,200,15116.0
Vadodara,22.3072,73.1812,Vasai-Virar,19.3914,72.8397,326.16,Small Truck,diesel,92.0,10,3000.67,147.85,200,3348.52
Visakhapatnam,17.6868,83.2185,Jabalpur,23.1815,79.9864,697.56,Pickup,diesel,92.0,8,5134.04,207.41,200,5541.46
Kota,25.2138,75.8648,Hyderabad,17.385,78.4867,911.82,Tractor Trailer,diesel,92.0,30,25166.23,1617.73,200,26983.96
Allahabad,25.4358,81.8463,Howrah,22.5958,88.2636,724.12,Tractor Trailer,diesel,92.0,30,19985.71,1336.18,200,21521.89
Navi Mumbai,19.033,73.0297,Gwalior,26.2183,78.1828,957.86,Small Truck,diesel,92.0,10,8812.31,337.36,200,9349.67
Dhanbad,23.7957,86.4304,Bengaluru,12.9716,77.5946,1521.28,Electric Van,electric,12.0,18,3285.96,810.21,200,4296.18
Faridabad,28.4089,77.3178,Pimpri-Chinchwad,18.6278,73.7898,1145.33,Electric Van,electric,12.0,18,2473.91,629.76,200,3303.67
Chennai,13.0827,80.2707,Nashik,19.9975,73.7898,1033.27,Medium Truck,diesel,92.0,18,17110.95,863.95,200,18174.91
Madurai,9.9252,78.1198,Pune,18.5204,73.8567,1060.24,CNG Truck,cng,80.0,16,13571.07,809.76,200,14580.83
Agra,27.1767,78.0081,Lucknow,26.8467,80.9462,293.36,Small Truck,diesel,92.0,10,2698.91,138.01,200,3036.92
Agra,27.1767,78.0081,Raipur,21.2514,81.6296,754.18,Medium Truck,diesel,92.0,18,12489.22,663.01,200,13352.23
Guwahati,26.1445,91.7362,Srinagar,34.0837,74.7973,1849.46,Electric Van,electric,12.0,18,3994.83,967.74,200,5162.57
Nagpur,21.1458,79.0882,Lucknow,26.8467,80.9462,661.38,Small Truck,diesel,92.0,10,6084.7,248.41,200,6533.11
Srinagar,34.0837,74.7973,Bengaluru,12.9716,77.5946,2364.51,Large Truck,diesel,92.0,25,54383.73,3037.41,200,57621.14
Indore,22.7196,75.8577,Bengaluru,12.9716,77.5946,1099.36,Large Truck,electric,12.0,25,3298.08,1519.23,200,5017.31
Howrah,22.5958,88.2636,Dhanbad,23.7957,86.4304,230.01,Large Truck,diesel,92.0,25,5290.23,476.01,200,5966.24
Raipur,21.2514,81.6296,Indore,22.7196,75.8577,617.06,Large Truck,diesel,92.0,25,14192.38,940.47,200,15332.85
Kolkata,22.5726,88.3639,Raipur,21.2514,81.6296,710.01,Large Truck,diesel,92.0,25,16330.23,1052.01,200,17582.24
Faridabad,28.4089,77.3178,Vasai-Virar,19.3914,72.8397,1100.89,Pickup,diesel,92.0,8,8102.55,304.21,200,8606.76
Meerut,28.9845,77.7064,Agra,27.1767,78.0081,203.19,Medium Truck,diesel,92.0,18,3364.83,266.3,200,3831.12
Amritsar,31.634,74.8723,Faridabad,28.4089,77.3178,428.96,CNG Truck,cng,80.0,16,5490.69,393.11,200,6083.8
Hyderabad,17.385,78.4867,Hubli,15.3647,75.123,423.35,Pickup,diesel,92.0,8,3115.86,141.6,200,3457.46
Vijayawada,16.5062,80.648,Nagpur,21.1458,79.0882,541.37,Tractor Trailer,diesel,92.0,30,14941.81,1062.06,200,16203.87
Pune,18.5204,73.8567,Hyderabad,17.385,78.4867,505.75,Large Truck,diesel,92.0,25,11632.25,806.9,200,12639.15
Ghaziabad,28.6692,77.4538,Varanasi,25.3176,82.9739,661.69,Tractor Trailer,diesel,92.0,30,18262.64,1242.54,200,19705.18
Kanpur,26.4499,80.3319,Chandigarh,30.7333,76.7794,589.1,Pickup,diesel,92.0,8,4335.78,181.38,200,4717.16
Bengaluru,12.9716,77.5946,Hubli,15.3647,75.123,376.57,CNG Truck,electric,12.0,16,723.01,358.54,200,1281.55
Patna,25.5941,85.1376,Madurai,9.9252,78.1198,1892.97,CNG Truck,diesel,92.0,16,27864.52,1359.36,200,29423.88
Kota,25.2138,75.8648,Madurai,9.9252,78.1198,1716.61,Pickup,diesel,92.0,8,12634.25,451.99,200,13286.24
Tiruchirappalli,10.7905,78.7047,Guwahati,26.1445,91.7362,2188.12,Medium Truck,petrol,100.0,18,39386.16,1695.45,200,41281.61
Vijayawada,16.5062,80.648,Guwahati,26.1445,91.7362,1569.28,CNG Truck,cng,80.0,16,20086.78,1145.72,200,21432.51
Lucknow,26.8467,80.9462,Chennai,13.0827,80.2707,1532.1,Medium Truck,diesel,92.0,18,25371.58,1223.11,200,26794.69
Faridabad,28.4089,77.3178,Meerut,28.9845,77.7064,74.38,Tractor Trailer,diesel,92.0,30,2052.89,361.57,200,2614.46
Jaipur,26.9124,75.7873,Guwahati,26.1445,91.7362,1587.96,Pickup,cng,80.0,8,10162.94,421.11,200,10784.05
Varanasi,25.3176,82.9739,Chennai,13.0827,80.2707,1389.61,Tractor Trailer,diesel,92.0,30,38353.24,2334.41,200,40887.65
Faridabad,28.4089,77.3178,Rajkot,22.3039,70.8022,942.71,Large Truck,diesel,92.0,25,21682.33,1331.25,200,23213.58
Visakhapatnam,17.6868,83.2185,Ahmedabad,23.0225,72.5714,1257.92,Small Truck,diesel,92.0,10,11572.86,427.38,200,12200.24
Amritsar,31.634,74.8723,Allahabad,25.4358,81.8463,968.58,Pickup,diesel,92.0,8,7128.75,272.46,200,7601.21
Pimpri-Chinchwad,18.6278,73.7898,Solapur,17.6599,75.9064,248.2,Pickup,diesel,92.0,8,1826.75,99.57,200,2126.32
Jodhpur,26.2389,73.0243,Vadodara,22.3072,73.1812,437.47,Electric Van,electric,12.0,18,944.94,289.99,200,1434.92
Indore,22.7196,75.8577,Ahmedabad,23.0225,72.5714,338.36,Medium Truck,electric,12.0,18,730.86,363.62,200,1294.48
Nagpur,21.1458,79.0882,Solapur,17.6599,75.9064,511.42,Pickup,cng,80.0,8,3273.09,162.74,200,3635.83
Kota,25.2138,75.8648,Nashik,19.9975,73.7898,617.86,Electric Van,electric,12.0,18,1334.58,376.57,200,1911.15
Howrah,22.5958,88.2636,Vadodara,22.3072,73.1812,1549.64,Large Truck,petrol,100.0,25,38741.0,2059.57,200,41000.57
Faridabad,28.4089,77.3178,Navi Mumbai,19.033,73.0297,1129.95,Medium Truck,diesel,92.0,18,18711.97,933.56,200,19845.54
Indore,22.7196,75.8577,Lucknow,26.8467,80.9462,688.68,Medium Truck,diesel,92.0,18,11404.54,615.85,200,12220.39
Mumbai,19.076,72.8777,Faridabad,28.4089,77.3178,1131.58,Tractor Trailer,diesel,92.0,30,31231.61,1947.37,200,33378.98
Srinagar,34.0837,74.7973,Gwalior,26.2183,78.1828,933.02,Medium Truck,diesel,92.0,18,15450.81,791.77,200,16442.59
Hyderabad,17.385,78.4867,Chennai,13.0827,80.2707,515.24,Large Truck,diesel,92.0,25,11850.52,818.29,200,12868.81
Solapur,17.6599,75.9064,Hubli,15.3647,75.123,268.53,Pickup,diesel,92.0,8,1976.38,104.45,200,2280.83
Kalyan-Dombivli,19.2403,73.13,Jabalpur,23.1815,79.9864,834.78,Small Truck,diesel,92.0,10,7679.98,300.43,200,8180.41
Ludhiana,30.9,75.8573,Raipur,21.2514,81.6296,1217.39,Small Truck,diesel,92.0,10,11199.99,415.22,200,11815.21
Guwahati,26.1445,91.7362,Allahabad,25.4358,81.8463,993.06,Large Truck,diesel,92.0,25,22840.38,1391.67,200,24432.05
Gwalior,26.2183,78.1828,Madurai,9.9252,78.1198,1811.72,Tractor Trailer,diesel,92.0,30,50003.47,2967.58,200,53171.05
Lucknow,26.8467,80.9462,Vasai-Virar,19.3914,72.8397,1171.67,Tractor Trailer,diesel,92.0,30,32338.09,2007.51,200,34545.6
Ahmedabad,23.0225,72.5714,Allahabad,25.4358,81.8463,977.73,Medium Truck,diesel,92.0,18,16191.21,823.97,200,17215.17
Kanpur,26.4499,80.3319,Ludhiana,30.9,75.8573,659.7,Electric Van,electric,12.0,18,1424.95,396.66,200,2021.61
Allahabad,25.4358,81.8463,Vadodara,22.3072,73.1812,946.99,CNG Truck,cng,80.0,16,12121.47,735.01,200,13056.49
Indore,22.7196,75.8577,Madurai,9.9252,78.1198,1442.9,Tractor Trailer,diesel,92.0,30,39824.04,2414.35,200,42438.39
Madurai,9.9252,78.1198,Ghaziabad,28.6692,77.4538,2085.4,Tractor Trailer,diesel,92.0,30,57557.04,3378.1,200,61135.14
Navi Mumbai,19.033,73.0297,Raipur,21.2514,81.6296,930.88,Medium Truck,diesel,92.0,18,15415.37,790.23,200,16405.61
Coimbatore,11.0168,76.9558,Jaipur,26.9124,75.7873,1771.74,Medium Truck,diesel,92.0,18,29340.01,1395.65,200,30935.67
Hubli,15.3647,75.123,Vijayawada,16.5062,80.648,604.2,Large Truck,diesel,92.0,25,13896.6,925.04,200,15021.64
Jabalpur,23.1815,79.9864,Bengaluru,12.9716,77.5946,1163.0,CNG Truck,diesel,92.0,16,17119.36,877.58,200,18196.94
Bengaluru,12.9716,77.5946,Raipur,21.2514,81.6296,1015.43,CNG Truck,cng,80.0,16,12997.5,780.18,200,13977.69
Raipur,21.2514,81.6296,Thane,19.2183,72.9781,930.35,CNG Truck,cng,80.0,16,11908.48,724.03,200,12832.51
Jodhpur,26.2389,73.0243,Madurai,9.9252,78.1198,1891.58,Small Truck,diesel,92.0,10,17402.54,617.47,200,18220.01
Madurai,9.9252,78.1198,Howrah,22.5958,88.2636,1775.18,Large Truck,diesel,92.0,25,40829.14,2330.22,200,43359.36
Ghaziabad,28.6692,77.4538,Dhanbad,23.7957,86.4304,1046.02,Medium Truck,diesel,92.0,18,17322.09,873.13,200,18395.23
Guwahati,26.1445,91.7362,Rajkot,22.3039,70.8022,2162.72,Large Truck,diesel,92.0,25,49742.56,2795.26,200,52737.82
Chandigarh,30.7333,76.7794,Kolkata,22.5726,88.3639,1464.23,Medium Truck,diesel,92.0,18,24247.65,1174.25,200,25621.89
Dhanbad,23.7957,86.4304,Srinagar,34.0837,74.7973,1607.01,Medium Truck,diesel,92.0,18,26612.09,1277.05,200,28089.13
Jaipur,26.9124,75.7873,Ludhiana,30.9,75.8573,443.45,CNG Truck,cng,80.0,16,5676.16,402.68,200,6278.84
Hubli,15.3647,75.123,Nashik,19.9975,73.7898,534.14,Pickup,diesel,92.0,8,3931.27,168.19,200,4299.46
Faridabad,28.4089,77.3178,Navi Mumbai,19.033,73.0297,1129.95,Tractor Trailer,diesel,92.0,30,31186.62,1944.92,200,33331.55
Visakhapatnam,17.6868,83.2185,Srinagar,34.0837,74.7973,2006.35,Small Truck,diesel,92.0,10,18458.42,651.9,200,19310.32
Visakhapatnam,17.6868,83.2185,Jaipur,26.9124,75.7873,1278.6,Small Truck,diesel,92.0,10,11763.12,433.58,200,12396.7
Meerut,28.9845,77.7064,Jodhpur,26.2389,73.0243,553.11,Pickup,diesel,92.0,8,4070.89,172.75,200,4443.64
Kanpur,26.4499,80.3319,Ludhiana,30.9,75.8573,659.7,Tractor Trailer,diesel,92.0,30,18207.72,1239.55,200,19647.27
Indore,22.7196,75.8577,Kanpur,26.4499,80.3319,613.67,Pickup,electric,12.0,8,589.12,187.28,200,976.4
Amritsar,31.634,74.8723,Ghaziabad,28.6692,77.4538,412.63,Pickup,diesel,92.0,8,3036.96,139.03,200,3375.99
Rajkot,22.3039,70.8022,Navi Mumbai,19.033,73.0297,431.24,Pickup,petrol,100.0,8,3449.92,143.5,200,3793.42
Coimbatore,11.0168,76.9558,Nashik,19.9975,73.7898,1054.51,Small Truck,diesel,92.0,10,9701.49,366.35,200,10267.84
Amritsar,31.634,74.8723,Vijayawada,16.5062,80.648,1780.5,CNG Truck,cng,80.0,16,22790.4,1285.13,200,24275.53
Dhanbad,23.7957,86.4304,Vadodara,22.3072,73.1812,1365.16,Tractor Trailer,diesel,92.0,30,37678.42,2297.74,200,40176.16
Pune,18.5204,73.8567,Vasai-Virar,19.3914,72.8397,144.29,Medium Truck,cng,80.0,18,2077.78,223.89,200,2501.66
Rajkot,22.3039,70.8022,Faridabad,28.4089,77.3178,942.71,Small Truck,diesel,92.0,10,8672.93,332.81,200,9205.75
Jabalpur,23.1815,79.9864,Gwalior,26.2183,78.1828,383.68,Medium Truck,diesel,92.0,18,6353.74,396.25,200,6949.99
Vadodara,22.3072,73.1812,Chennai,13.0827,80.2707,1270.62,Pickup,diesel,92.0,8,9351.76,344.95,200,9896.71
Gwalior,26.2183,78.1828,Patna,25.5941,85.1376,698.99,CNG Truck,diesel,92.0,16,10289.13,571.33,200,11060.47
Lucknow,26.8467,80.9462,Pune,18.5204,73.8567,1176.73,Pickup,diesel,92.0,8,8660.73,322.42,200,9183.15
Agra,27.1767,78.0081,Gwalior,26.2183,78.1828,107.97,Large Truck,diesel,92.0,25,2483.31,329.56,200,3012.87
Indore,22.7196,75.8577,Vijayawada,16.5062,80.648,853.66,Tractor Trailer,diesel,92.0,30,23561.02,1530.49,200,25291.51
Bengaluru,12.9716,77.5946,Lucknow,26.8467,80.9462,1581.87,Electric Van,electric,12.0,18,3416.84,839.3,200,4456.14
Dhanbad,23.7957,86.4304,Allahabad,25.4358,81.8463,497.96,Pickup,diesel,92.0,8,3664.99,159.51,200,4024.5
Navi Mumbai,19.033,73.0297,Lucknow,26.8467,80.9462,1187.57,Large Truck,cng,80.0,25,23751.4,1625.08,200,25576.48
Kanpur,26.4499,80.3319,Rajkot,22.3039,70.8022,1069.16,Tractor Trailer,diesel,92.0,30,29508.82,1853.74,200,31562.56
Ghaziabad,28.6692,77.4538,Coimbatore,11.0168,76.9558,1963.54,Large Truck,diesel,92.0,25,45161.42,2556.25,200,47917.67
Navi Mumbai,19.033,73.0297,Howrah,22.5958,88.2636,1631.26,Pickup,diesel,92.0,8,12006.07,431.5,200,12637.58
Ghaziabad,28.6692,77.4538,Dhanbad,23.7957,86.4304,1046.02,CNG Truck,cng,80.0,16,13389.06,800.37,200,14389.43
Agra,27.1767,78.0081,Guwahati,26.1445,91.7362,1368.33,Small Truck,cng,80.0,10,10946.64,460.5,200,11607.14
Hubli,15.3647,75.123,Chandigarh,30.7333,76.7794,1717.22,Electric Van,electric,12.0,18,3709.2,904.27,200,4813.46
Dhanbad,23.7957,86.4304,Pimpri-Chinchwad,18.6278,73.7898,1429.9,Electric Van,electric,12.0,18,3088.58,766.35,200,4054.94
Coimbatore,11.0168,76.9558,Jabalpur,23.1815,79.9864,1390.29,Medium Truck,diesel,92.0,18,23023.2,1121.01,200,24344.21
Coimbatore,11.0168,76.9558,Dhanbad,23.7957,86.4304,1738.98,Medium Truck,diesel,92.0,18,28797.51,1372.07,200,30369.57
Hubli,15.3647,75.123,Jodhpur,26.2389,73.0243,1228.59,CNG Truck,cng,80.0,16,15725.95,920.87,200,16846.82
Jaipur,26.9124,75.7873,Guwahati,26.1445,91.7362,1587.96,Medium Truck,diesel,92.0,18,26296.62,1263.33,200,27759.95
Chandigarh,30.7333,76.7794,Ahmedabad,23.0225,72.5714,953.33,Medium Truck,diesel,92.0,18,15787.14,806.4,200,16793.54
Ludhiana,30.9,75.8573,Kalyan-Dombivli,19.2403,73.13,1325.12,Medium Truck,diesel,92.0,18,21943.99,1074.09,200,23218.07
Thane,19.2183,72.9781,Kalyan-Dombivli,19.2403,73.13,16.13,Tractor Trailer,diesel,92.0,30,445.19,274.19,200,919.38
Dhanbad,23.7957,86.4304,Tiruchirappalli,10.7905,78.7047,1661.38,Electric Van,electric,12.0,18,3588.58,877.46,200,4666.04
Lucknow,26.8467,80.9462,Allahabad,25.4358,81.8463,180.79,Medium Truck,diesel,92.0,18,2993.88,250.17,200,3444.05
Kota,25.2138,75.8648,Dhanbad,23.7957,86.4304,1080.28,Tractor Trailer,diesel,92.0,30,29815.73,1870.42,200,31886.15
Nagpur,21.1458,79.0882,Srinagar,34.0837,74.7973,1499.0,Tractor Trailer,diesel,92.0,30,41372.4,2498.5,200,44070.9
Nashik,19.9975,73.7898,Guwahati,26.1445,91.7362,1956.68,CNG Truck,cng,80.0,16,25045.5,1401.41,200,26646.91
Jodhpur,26.2389,73.0243,Dhanbad,23.7957,86.4304,1377.17,Medium Truck,cng,80.0,18,19831.25,1111.56,200,21142.81
Gwalior,26.2183,78.1828,Ghaziabad,28.6692,77.4538,281.86,Medium Truck,cng,80.0,18,4058.78,322.94,200,4581.72
Vadodara,22.3072,73.1812,Solapur,17.6599,75.9064,589.98,Medium Truck,diesel,92.0,18,9770.07,544.79,200,10514.85
Amritsar,31.634,74.8723,Ludhiana,30.9,75.8573,124.2,Pickup,diesel,92.0,8,914.11,69.81,200,1183.92
Hubli,15.3647,75.123,Patna,25.5941,85.1376,1541.95,Large Truck,diesel,92.0,25,35464.85,2050.34,200,37715.19
Guwahati,26.1445,91.7362,Howrah,22.5958,88.2636,528.54,Pickup,electric,12.0,8,507.4,166.85,200,874.25
Nashik,19.9975,73.7898,Jaipur,26.9124,75.7873,795.39,Large Truck,diesel,92.0,25,18293.97,1154.47,200,19648.44
Solapur,17.6599,75.9064,Hyderabad,17.385,78.4867,275.3,Large Truck,cng,80.0,25,5506.0,530.36,200,6236.36
Tiruchirappalli,10.7905,78.7047,Dhanbad,23.7957,86.4304,1661.38,Medium Truck,diesel,92.0,18,27512.45,1316.19,200,29028.65
Howrah,22.5958,88.2636,Patna,25.5941,85.1376,460.21,Tractor Trailer,diesel,92.0,30,12701.8,940.32,200,13842.11
Lucknow,26.8467,80.9462,Pune,18.5204,73.8567,1176.73,Tractor Trailer,diesel,92.0,30,32477.75,2015.1,200,34692.84
Visakhapatnam,17.6868,83.2185,Kolkata,22.5726,88.3639,763.84,Electric Van,petrol,100.0,18,13749.12,446.64,200,14395.76
Madurai,9.9252,78.1198,Bhopal,23.2599,77.4126,1484.65,Small Truck,diesel,92.0,10,13658.78,495.4,200,14354.18
Agra,27.1767,78.0081,Solapur,17.6599,75.9064,1079.97,Pickup,diesel,92.0,8,7948.58,299.19,200,8447.77
Lucknow,26.8467,80.9462,Delhi,28.7041,77.1025,430.84,Tractor Trailer,petrol,100.0,30,12925.2,896.26,200,14021.46
Kalyan-Dombivli,19.2403,73.13,Raipur,21.2514,81.6296,914.33,Pickup,diesel,92.0,8,6729.47,259.44,200,7188.91
Indore,22.7196,75.8577,Vadodara,22.3072,73.1812,278.73,Large Truck,diesel,92.0,25,6410.79,534.48,200,7145.27
Kolkata,22.5726,88.3639,Hyderabad,17.385,78.4867,1181.88,Electric Van,electric,12.0,18,2552.86,647.3,200,3400.16
